5963 0 0 0 0 0 0 0 0 0 0 0
5962 5968 0 0 0 0 0 0 0 0 0 0
5961 5968 5971 0 0 0 0 0 0 0 0 0
2857 2840 4515 5354 0 0 0 0 0 0 0 0
1428 1431 2811 4518 5361 0 0 0 0 0 0 0
712 714 1413 2803 4523 5376 0 0 0 0 0 0
379 380 753 1502 2992 4723 4807 0 0 0 0 0
346 348 690 1376 2744 4638 2753 2642 0 0 0 0
345 347 688 1371 2736 4635 2744 1373 1297 0 0 0
344 346 686 1368 2729 4632 2736 1366 685 642 0 0
344 345 685 1365 2723 4627 2731 1363 681 344 327 0
344 345 684 1362 2718 4630 2726 1360 680 342 173 172
